340,03-06-2020,"8/1A UMAKANTA SEN
LANE SAJJAN
APARTMENT Paikpara,
Kolkata, West Bengal
700030",4,1,Paikpara,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
341,03-06-2020,"1/A LALA BABU LANE
700002",6,1,Cossipur,"The affected
flat/the
standalone house",9
342,03-06-2020,"37/1 Banamali Sarkar
Street SHYAMPUKUR
KOLKATA",9,2,Shyampukur,"The affected
flat/the
standalone house",9
343,03-06-2020,"33 GORA CHAND BOSE
RD BEDAN STREET
KOLKATA",16,2,Beadon Street,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
344,03-06-2020,"15/Y NIMTALA LANE
BEADON STREET
KOLKATA 700006",20,2,Nimtala,"The affected
flat/the
standalone house",9
345,03-06-2020,"92 B K PAL AVENUE
KOLKATA KOLKATA
700005",20,2,Nimtala,"The affected
flat/the
standalone house",9
346,03-06-2020,"P93 CIT ROAD SCHEME
VI KOLKATA KOLKATA
700054",30,3,Kankurgachhi,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
347,03-06-2020,"IDBG HOSPITAL STAFF
QUARTER KOLKATA
KOLKATA 700010",33,3,Beleghata,"The affected
flat/the
standalone house",9
348,03-06-2020,"IDBG HOSPITAL STAFF
QUARTER KOLKATA
KOLKATA 700010",33,3,Beleghata,"The affected
flat/the
standalone house",9
349,03-06-2020,"1/1/2 RAMKRISHNA
NASKAR LANE KOLKATA
KOLKATA 700010",33,3,Beleghata,"The affected
flat/the
standalone house",9
350,03-06-2020,"P 180 SUREN SARKAR RD
BELEGHATA KOLKATA
700010",33,3,Beleghata,"The affected
flat/the
standalone house",9
351,03-06-2020,"3/3 VIVEKANANDA ROAD
PS GIRISH PARK
KOLKATA",25,4,Girish Park,"The affected
flat/the
standalone house",9
352,03-06-2020,"124 2 MANIKTALA
STREET KOLKATA",27,4,Maniktala,"The affected
flat/the
standalone house",9
353,03-06-2020,"63 AMHERST ROW
KOLKATA",27,4,"Amherts
Street","The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
354,03-06-2020,"15 RAGHUNATH
CHATTERJEE STREET
BEADON STREET
KOLKATA 700006",38,4,"Amherts
Street","The affected
flat/the
standalone house",9
355,03-06-2020,"102 Baithakkhana Road
KOLKATA 700009",37,5,"Amherts
Street","The affected
flat/the
standalone house",9
356,03-06-2020,"92 SITARAM GHOSH ST
AHMERSTREET KOLKATA
KOLKATA 700009",40,5,College Street,"The affected
flat/the
standalone house",9
357,03-06-2020,"155 A AJ C B OSE ROAD
KOLKATA KOLKATA
700014",54,5,Entally,"The affected
flat/the
standalone house",9
358,03-06-2020,"211 CANAL STREET
KOLKATA",55,6,Entally,"The affected
flat/the
standalone house",9
359,03-06-2020,"149 AJC BOSE ROAD
KOLKATA KOLKATA
700014",55,6,Entally,"The affected
flat/the
standalone house",9
360,03-06-2020,"46 BENIAPUKUR Road
KOLKATTA KOLKATA
700014",60,6,Beniapukur,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
361,03-06-2020,"14A LINTON STREET
KOLKATA 700014",60,6,Beniapukur,"The affected
flat/the
standalone house",9
362,03-06-2020,"32A ABDUL HALIM LANE
TALTALA KOLKATA
KOLKATA 700016",62,6,Taltala,"adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
363,03-06-2020,"7 CANAL SOUTH ROAD
TANGRA ENTALLY
KOLKATA KOLKATA
KOLKATA",57,7,Tangra,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
364,03-06-2020,"4 H 12 MATHUR BABU
LANE TANGRA KOLKATA
KOLKATA 700015",57,7,Tangra,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
365,03-06-2020,"12/1 G K ROAD
KOLKATA",58,7,Tangra,"The affected
flat/the
standalone house",9
366,03-06-2020,"109 KARAYA ROAD PS
KARAYA KOLKATA",64,7,Karaya,"The affected
flat/the
standalone house",9
367,03-06-2020,"104, P/2, KARAYA ROAD,
KOLKATA - 700017",64,7,Park Circus,"The affected
flat/the
standalone house",9
368,03-06-2020,"5/1C TILJALA ROAD
TILJALA ROAD KOLKATA
700039",66,7,Tiljala,"The affected
flat/the
standalone house",9
369,03-06-2020,"24 J GOLAM JE LANE
KHAN ROAD KALKATA
KOLKATA 700039",66,7,Tilajala,"The affected
flat/the
standalone house",9
370,03-06-2020,"FLAT NO 105 BLOCK H G
L KHAN ROAD TOPSIA
KOLKATA",66,7,Topsia,"The affected
flat/the
standalone house",9
371,03-06-2020,"FLAT NO 105 BLOCK H G
L KHAN ROAD TOPSIA
KOLKATA",66,7,Topsia,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
372,03-06-2020,"149G PICNIC GARDEN
ROAD KOLKATA 700039",66,7,Topsia,"The affected
flat/the
standalone house",9
373,03-06-2020,"150B KALIGHAT ROAD
KOLKATA 700026",83,8,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
374,03-06-2020,"154 KALIGHAT ROAD
KOLKATA 700026",83,8,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
375,03-06-2020,"174 KALIGHAT ROAD
KOLKATA 700026",83,8,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
376,03-06-2020,"180 K S ROAD KALIGHAT
KOLKATA 700026",83,8,Kalighat,"The affected
flat/the
standalone house",9
377,03-06-2020,"99 HAZRA Road
KOLKATA 700026",84,8,Hazra,"The affected
flat/the
standalone house",9
378,03-06-2020,"1 4 Monoharpukur 2ND
LANE KOLKATA",85,8,"Monohorpuku
r","Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
379,03-06-2020,"1 3 Monoharpukur
2ND LANE KOLKATA",85,8,"Monohorpuku
r","Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
380,03-06-2020,"1 4 M P 2ND LANE
KOLKATA KOLKATA",85,8,"Monohorpuku
r","Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
381,03-06-2020,"1 3 M P 2ND LANE
KOLKATA",85,8,"Monohorpuku
r","Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
382,03-06-2020,"1 3 MONOHARPUKUR
2ND LANE 700029",85,8,"Monohorpuku
r","Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
383,03-06-2020,"6 GARCHA 1ST LANE
KOLKATA",86,8,Garcha,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
384,03-06-2020,"10 GARCHA 1ST LANE
KOLKATA",86,8,Garcha,"The affected
flat/the
standalone house",9
385,03-06-2020,"37B PRATAPADITYA
ROAD KOLKATA WEST
BENGAL KOLKATA
KOLKATA 700026",88,8,Tollygunj,"The affected
flat/the
standalone house",9
386,03-06-2020,"247 AJC BOSE ROAD
PTS PO ALIPORE
KOLKATA 700027",71,9,PTS,"The concerned
building",9
387,03-06-2020,"247 AJC BOSE ROAD PTS
HESTINGS PO PS ALIPORE
ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",9
388,03-06-2020,"247 AJC BOSE ROAD PTS
HHESTINGS PO PS
ALIPORE ALIPORE
KOLKATA 700027",71,9,PTS,"The concerned
building",9
389,03-06-2020,"247 AJC BOSE ROAD
PTS PO ALIPORE
KOLKATA 700027",71,9,PTS,"The concerned
building",9
390,03-06-2020,"247 AJC BOSE ROAD PTS
HESTINGS PO PS ALIPORE
ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
391,03-06-2020,"247 AJC BOSE ROAD PTS
HESTINGS PO PO ALIPORE
ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",9
392,03-06-2020,"247 AJC BOSE ROAD PTS
PO PS ALIPORE ALIPORE
KOLKATA 700027",71,9,PTS,"The concerned
building",9
393,03-06-2020,"247 AJC BOSE ROAD
PTS PO ALIPORE
KOLKATA 700027",71,9,PTS,"The concerned
building",9
394,03-06-2020,"247 AJC BOSE ROAD
PTS PO ALIPORE
KOLKATA 700027",71,9,PTS,"The concerned
building",9
395,03-06-2020,"247 AJC BOSE ROAD PTS
HESTINGS PO PO ALIPORE
ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",9
396,03-06-2020,"244 AJC Bose Road
KOLKATA KOLKATA",71,9,Bhwanipur,"The affected
flat/the
standalone house",9
397,03-06-2020,"40 NANDAN ROAD
BHOWANIPUR KOLKATA",71,9,Bhawanipor,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
398,03-06-2020,"37C HARISH
CHATTERJEE ROAD
KOLKATA 700026",73,9,Kalighat,"adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
399,03-06-2020,"10/1 Sashi Sekhar Bose
Road KALIGHAT
KOLKATA",73,9,Kalighart,"The affected
flat/the
standalone house",9
400,03-06-2020,"11 Surya K Chatterjee
STREET BHOWANIPUR
KOLKATA",73,9,Kalighat,"The affected
flat/the
standalone house",9
401,03-06-2020,"25D HARISH MUKHERJEE
ROAD KOLKATA
KOLKATA KOLKATA
700025",73,9,Kalighat,"The affected
flat/the
standalone house",9
402,03-06-2020,"FLAT-20, 6 ASHOKA
ROAD, ALIPORE,
KOLKATA - 700027",74,9,Alipore,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
403,03-06-2020,"2/H/7, SHAH RAJEB
ROAD, HASTINGS
KOLKATA 700022",75,9,Hastings,"adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
404,03-06-2020,"5/2/H/34 BHUKAILASH
ROAD KOLKATA 700023",78,9,Khidderpore,"adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
405,03-06-2020,"4/3.H/39 BHUKAILASH
ROAD 700023",78,9,Khidderpore,"adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
406,03-06-2020,"49/5/IV KARL MARX
SARANI 700023",79,9,Khidderpore,"adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
407,03-06-2020,"2/1 JALA LANE
EKBALPORE KOLKATA",79,9,Ekbalpore,"The affected
flat/the
standalone house",9
408,03-06-2020,"170/A PIYARI MOHON
ROY ROAD, KOL- 27",82,9,Chetla,"adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
409,03-06-2020,"17/1B CHETLA HAT
ROAD KOLKATA
KOLKATA 700027",82,9,Chetla,"The affected
flat/the
standalone house",9
410,03-06-2020,"9A PadmaPukur ROAD
NAKTALA KOLKATA
700047",98,10,Naktala,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
411,03-06-2020,"C/8 PRANTIK
ABASANGARIA 700084",111,11,Garia,"The affected
flat/the
standalone house",9
412,03-06-2020,"25 POSTAL PARK Janata
Colony, Bansdroni,
Kolkata, West Bengal
700070",112,11,Bansdroni,"The affected
flat/the
standalone house",9
413,03-06-2020,"17 PURBACHALMain
Road HALTU KOLKATA
700078",106,12,Haltu,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
414,03-06-2020,"VIP BAZAR PURBA
PACHHANAGRAM
KOLKATA 700100",108,12,"Panchannagra
m","Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
415,03-06-2020,"R/106 MASJID TALAB
LANE METIABRUZ TOWN
KOLKATA 700024",137,15,Metiabruz,"The affected
flat/the
standalone house",9
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
416,03-06-2020,"212 GARDEN REACH
ROAD KOLKATA",137,15,Metiabruz,"The affected
flat/the
standalone house",9
417,04-06-2020,"35 1 KASHIPUR ROAD
PO PS KASHIPUR
KOLKATA 743462",1,1,Cossipore,"Adjacent common passage
of affected but including
toilet and water source of
the slum",8
418,04-06-2020,"28 G RATAN BABU ROAD
700002",1,1,Cossipore,The premises itself,8
419,04-06-2020,"8/A UMA KANTA Sen
Lane SAJJAN APPT
KOLKATA 700030",4,1,Paikpara,The flat itself,8
420,04-06-2020,"37A PAIKPARA R M
ROAD PAIKPARA
KOLKATA 700037",5,1,Paikpara,The flat itself,8
421,04-06-2020,"488 RABINDRA SARANI
700005",8,1,Sovabazar,The premises itself,8
422,04-06-2020,"10A KASHI MITRA GHAT
STREET 700003",8,1,Kumartuli,The flat itself,8
423,04-06-2020,"541/A RABINDRA SARANI
BAG BAZAR
SHYAMPUKUR 700003",8,1,Bagbazar,The flat itself,8
424,04-06-2020,"23 ARABINDA SARANI
KOLKATA 700005",9,1,Sovabazar,The premises itself,8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
425,04-06-2020,"132 COTTON STREET
POSTA KOLKATA
KOLKATA 700007
Actual Address: 53A
Aurobindo Sarani",10,2,Posta,The premises itself,8
426,04-06-2020,"133 COTTON STREET
POSTA KOLKATA
KOLKATA 700007
Actual Address: 53A
Aurobindo Sarani",10,2,Jorasanko,The premises itself,8
427,04-06-2020,"17/19/1 JAHAR LAL
DUTTA LANE WARD 13,
700067",13,2,Ultadanga,The premises itself,8
428,04-06-2020,"143 BIDHAN
SARANI BEDON STREET
700006",17,2,Hedua,The flat itself,8
429,04-06-2020,"4 BABURAM GHOSH
LANE HATKHOLA
KOLKATA 700005",20,2,Ahiritola,The premises itself,8
430,04-06-2020,"40/2 Biplabi Barin Ghosh
Sarani ULTODANGA
MANICKTALA KOLKATA
700067",14,3,Manicktala,The premises itself,8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
431,04-06-2020,"40A/H/11 UPENDRA
CHANDRA BANERJEE
ROAD KANKURGACHI PS
PHOOLBAGAN 700054",30,3,Kankurgachi,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",8
432,04-06-2020,"9/1B SIR GURUDAS
ROAD,KANKURGACHI
KOLKATA,WEST BENGAL-
700054",30,3,Kankurgachi,The flat itself,8
433,04-06-2020,"MANNIKARAN
BELEGHATA KOLKATA",33,3,Beliaghata,The premises itself,8
434,04-06-2020,"MANIKARAN BELEGHATA
KOLKATA",33,3,Beliaghata,The premises itself,8
435,04-06-2020,"1/1A/2 RAMKRISHNA
NASKAR LANE KOLKATA
KOLKATA 700010",33,3,Beliaghata,The premises itself,8
436,04-06-2020,"1/2/H/49 K G BASU
SARANI",35,3,Beliaghata,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
437,04-06-2020,"15 3 KALKAR STREET
BARABAZAR BARABAZAR
KOLKATA 700024",22,4,Burrabazar,The premises itself,8
438,04-06-2020,"21 SIR HARIRAM
GOENKA STREET
KOLKATA KOLKATA
700007",23,4,Burrabazar,The flat itself,8
439,04-06-2020,"10 WORDS INSTITUTION
STREET KOLKATA 700006",28,4,Manicktala,"The affected
flat/the
standalone house",8
440,04-06-2020,"18 Canal Street SEALDAH
TG KOLKATA 700014",55,6,Sealdah,"The concerned
barrack",8
441,04-06-2020,"86 Muzzafar Ahmed
Street 700016",62,6,Taltala,The premises itself,8
442,04-06-2020,"14C RADHA NATH
CHOWDHURY ROAD
KOLKATA",56,7,Tangra,The premises itself,8
443,04-06-2020,"88/2 COLLIN STREET
PARKSTREET KOLKATA-
700016",63,7,Park Street,The premises itself,8
444,04-06-2020,"85 C TOPSIA ROAD
TILJALA KOLKATA
700039",66,7,Topsia,The flat itself,8
445,04-06-2020,36D/2 Topsia Road,66,7,Topsia,The flat itself,8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
446,04-06-2020,"60 A BONDEL ROAD
ROSE GARDEN APT BL D A
KOLKATA",68,8,Gariahat,The flat itself,8
447,04-06-2020,"5/2 GARCHA 1st Lane
KOLKATA KOLKATA
700019",68,8,Hazra,"The affected
flat/the
standalone house",8
448,04-06-2020,"2 MANDEVILLE GARDENS
BALLYGUNGE 700019",68,8,Ballygunge,The flat itself,8
449,04-06-2020,"3 JUSTICE
DWARAKANATH RD, LALA
LAJPAT ROY
SARANI,KOLKATA",70,8,Bhowanipore,The flat itself,8
450,04-06-2020,"42B,BALARAM BASAK 1ST
LANE LR SARANI KOL-
700020",70,8,Bhowanipore,The premises itself,8
451,04-06-2020,"37 RAMESH MITRA
ROAD BHAWANIPUR
TOWN KOLKATA 700025",72,8,Bhowanipore,The flat itself,8
452,04-06-2020,"8B RAMMOY ROAD
700025",72,8,Bhowanipore,The flat itself,8
453,04-06-2020,9B/2 LANSDOWN PLACE,85,8,Hazra,The premises itself,8
454,04-06-2020,"51/2 GARCHA ROAD
KOLKATA KOLKATA
700019",86,8,Hazra,The premises itself,8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
455,04-06-2020,"32LAKE TEMPLE ROAD
700029",87,8,Lake,The premises itself,8
456,04-06-2020,"18 3 FARM ROAD PS
GARIAHAT GARIAHAT
KOLKATA 700019",90,8,Gariahat,The premises itself,8
457,04-06-2020,"93/2 Kankulia Road
BANUBON KOLKATA
KOLKATA 700029",90,8,Gariahat,The flat itself,8
458,04-06-2020,"247 A J C BOSE ROAD
ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
barrack",8
459,04-06-2020,"PTS AJC BOSE ROAD PTS
KOLKATA 700027",71,9,PTS,"The concerned
barrack",8
460,04-06-2020,"247 AJC BOSE ROAD PTS
ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
barrack",8
461,04-06-2020,"247 AJC BOSE ROAD PTS
HESTINGS PO PS ALIPORE
ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
barrack",8
462,04-06-2020,"247AJC BOSE ROAD
HESTINGS PTS PO PS
ALIPORE ALIPORE
KOLKATA 700027",71,9,PTS,"The concerned
barrack",8
463,04-06-2020,"32B HARISH CHATTERJEE
STREET KOLKATA
700026",73,9,Kalighat,"Adjacent common passage
of affected but including
toilet and water source of
the slum",8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
464,04-06-2020,"33 HARISH CHATTERJEE
STRRET KOLKATA
700026",73,9,Kalighat,"Adjacent common passage
of affected but including
toilet and water source of
the slum",8
465,04-06-2020,"3 Alipore Road, Satyam
Tower",74,9,Alipore,The flat itself,8
466,04-06-2020,"41 15 ORPHANGUNGE
GOVT MARKET
WATGUNGE
KHIDDERPORE KOLKATA
700023",74,9,Alipore,The premises itself,8
467,04-06-2020,"8 3B ALIPUR PARK RD
TOWN KOLKATA 700027",74,9,Alipore,The flat itself,8
468,04-06-2020,13 CHAPEL RD 700022,75,9,Khidderpore,The flat itself,8
469,04-06-2020,"LAXMI NARAYAN GANGA
GALI KHIDDERPORE
KOLKATA 700023",76,9,Khidderpore,"The affected
flat/the
standalone house",8
470,04-06-2020,"1 1 H 5 BANGALI SHAH
WARSI LANE EKBALPORE
KOLKATA 700023",77,9,Ekbalpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
471,04-06-2020,"18F Bourn Field
ROW EKBALPUR 700027",78,9,Ekbalpore,The premises itself,8
472,04-06-2020,"49/5/H/209 Karl Marx
Sarani KHIDIRPOR TOWN
KOLKATA 700023",79,9,Khidderpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",8
473,04-06-2020,"2/1 JALA LANE,
MOMINPUR , NEAR
HUSSAIN SAHA PARK,KOL-
27",79,9,Ekbalpore,The premises itself,8
474,04-06-2020,"HOUSE NO 36 B
DIAMOND HARBERRD
KALKATA KOLKATA
700053",81,10,New Alipore,The premises itself,8
475,04-06-2020,"57 IZZATULLA LANE
KOLKATA KOLKATA
700033",89,10,Tollygunge,The premises itself,8
476,04-06-2020,"120 Deshapran Sasmal
Road TOLLYGUNGE
KOLKATA 700033",89,10,Tollygunge,The premises itself,8
477,04-06-2020,"40A, DHAKURIA STATION
RD",92,10,Dhakuria,The premises itself,8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
478,04-06-2020,"124 PRINCE ANOWAR
SHAH ROAD LAKE
GARDENS",93,10,Lake Gardens,The premises itself,8
479,04-06-2020,"36/2 PGM SHAH ROAD
PO TOLLYGUNGE PS
JADAVPUR JADAVPUR
KOLKATA 700033",94,10,Tollygunge,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",8
480,04-06-2020,"36/2 PGM SHAH ROAD
PO TOLLYGUNGE PS
JADAVPUR JADAVPUR
KOLKATA 700033",94,10,Tollygunge,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",8
481,04-06-2020,"445/D/2/A Moore
Avenue, REGENT PARK
KOLKATA 700040",97,10,Regent Park,The premises itself,8
482,04-06-2020,3/16 Vidyasagar Colony,99,10,Netaji Nagar,The flat itself,8
483,04-06-2020,"19/2 CANEL SOUTH
ROAD HALTU KOLKATA
HALTU KOLKATA 700078",106,12,Haltu,The premises itself,8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
484,04-06-2020,4/1 Kabi Mohit Lal Road,106,12,HAltu,The premises itself,8
485,04-06-2020,"3/34/1 MANJULIKA B
HOUSING CO OPERATIVE
SOCIETY EKTP PHASE
KOLKATA 700107",108,12,Patuli,The flat itself,8
486,04-06-2020,"T22 SHAHID SMRITI
COLONY 700094",109,12,Mukundapur,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",8
487,04-06-2020,"F13 LIC Staff Quarter
Unique Park KOLKATA
700072",129,14,Unique Park,The flat itself,8
488,04-06-2020,"168/1A Becharam
Chatterjee ROAD BEHALA
BEHALA KOLKATA
700034",129,14,Behala,The premises itself,8
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
489,05-06-2020,"5/H/10 COSSIPORE Road
KOLKATA KOLKATA
700002",1,1,Cossipore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",7
490,05-06-2020,"96 22 YAMUNA SAHA
COSSIPUR KOLKATA
700002",1,1,Cossipore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",7
491,05-06-2020,"22/H/18 Raja Manindra
Road",3,1,Dutta Bagan,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",7
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
492,05-06-2020,"243A A P C ROAD PS
BURTALLA BURTALLA
KOLKATA",15,2,Manicktala,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",7
493,05-06-2020,"32M/1A GORA CHAND
ROAD 700006",16,2,Goabagan,The premises itself,7
494,05-06-2020,"106/5C Beniatola Lane
KOLKATA 700005",19,2,Beniatola,The premises itself,7
495,05-06-2020,"111 NARKELDANGA
MAIN ROAD KOLKATA
700054 NARKELDANGA
KOLKATA",30,3,Narkeldanga,The premises itself,7
496,05-06-2020,"50/H/9 CHAUL PATTY
ROAD KOLKATA
KOLKATA 700010",33,3,BEliaghata,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",7
497,05-06-2020,"122 5 BELIAGHATA MAIN
ROAD KOLKATA
KOLKATA 700010",34,3,Beliaghata,The premises itself,7
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
498,05-06-2020,"1/33 k g Bose Sarani
Kundu Bagan, Beleghata,
Kolkata, West Bengal
700085
Kolkata 700085",35,3,Beliaghata,The premises itself,7
499,05-06-2020,"10 No Baidya Nath
mallick Lane Kolkata
Kolkata 700007",23,4,Burrabazar,The premises itself,7
500,05-06-2020,"GOAL TULI LANE
DHARMATALA Kolkata
700013",52,6,Janbazar,The premises itself,7
501,05-06-2020,"90A TALTALA LANE
ENTALLY KOLKATA
KOLKATA 700014",53,6,Taltala,The premises itself,7
502,05-06-2020,P-128 CIT Road Entally,55,6,Entally,The premises itself,7
503,05-06-2020,"37 TANGRA ROAD
KOLKATA 700015",58,7,Tangra,"The concerned
building",7
504,05-06-2020,"5 Camac Street Circus
Avenue Kolkata 700017",63,7,Camac Street,The flat itself,7
505,05-06-2020,"72 SEN ROAD KASBA
KOLKATA KASBA
KOLKATA 700042",67,7,Kasba,The premises itself,7
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
506,05-06-2020,"9 MANDEVILLA
GARDENS BALLYGUNGE
BALLYGUNGE KOLKATA
700019",68,8,Ballygunge,The flat itself,7
507,05-06-2020,"9 MANDEVILLA
GARDENS BALLYGUNGE
BALLYGUNGE KOLKATA
700019",68,8,Ballygunge,The flat itself,7
508,05-06-2020,"15 AHIRI PUKUR 1ST
LANE KARAYA KARAYA
KOLKATA 700019",69,8,Beck Bagan,The flat itself,7
509,05-06-2020,"52/1A B C Road Flat No.
508, JPC Building, ISPAT
Nikesh",69,8,Ballyganj,The premises itself,7
510,05-06-2020,"17/1 ISWAR GANGULY
STREET KALIGHAT ISWAR
GANGULY STREET
KALIGHAT KOLKATA
700026",83,8,Kalighat,The premises itself,7
511,05-06-2020,"13 Mukherjee Para Lane
Kalighat Kolkata 700026",83,8,Kalighat,The premises itself,7
512,05-06-2020,"1/3 MONOHAR PUKUR
ROAD 700029",84,8,Rashbehari,The premises itself,7
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
513,05-06-2020,"19A Hindusthan Road
Sarat Bose Road K
Kolkata 700029",85,8,Hazra,The premises itself,7
514,05-06-2020,"32LAKE TEMPLE ROAD
700029",87,8,Rashbehari,The premises itself,7
515,05-06-2020,"Pratapaditya Place
Tollygaunj Kalighat
Kolkata 700026",88,8,Tollyunge,The premises itself,7
516,05-06-2020,"93/2A 203 kakulia Road
Sarat Bose Road Kolkata
700029",90,8,Kankulia,The premises itself,7
